TRANSACTION_ID,CUSTOMER_ID,TERMINAL_ID,TX_AMOUNT,TX_TIME_SECONDS,TX_TIME_DAYS,TX_FRAUD,TX_FRAUD_SCENARIO,TX_HOUR,TX_DAY_OF_WEEK,TX_WEEK_OF_YEAR,TX_IS_WEEKEND
1744548,887,121,-1.024084718919358,15726962,182,0,0,0,6,39,1
1744549,110,2129,-0.9808060190804392,15726964,182,0,0,0,6,39,1
1744550,2132,2360,-0.6726804930533553,15726973,182,0,0,0,6,39,1
1744551,3625,3373,-1.0450184378631826,15726977,182,0,0,0,6,39,1
1744552,3462,4034,-0.8269784663921088,15726979,182,0,0,0,6,39,1
1744553,2886,4957,-0.43864621946789845,15727007,182,0,0,0,6,39,1
1744554,1753,392,0.08281507152602913,15727035,182,0,0,0,6,39,1
1744555,778,332,0.18889492819642212,15727065,182,0,0,0,6,39,1
1744556,312,617,-0.22484003385063173,15727135,182,0,0,0,6,39,1
1744557,1814,3448,0.4005842208867853,15727160,182,0,0,0,6,39,1
1744558,638,5294,0.24746229917408927,15727238,182,0,0,0,6,39,1
1744559,328,4679,0.6887168692708905,15727333,182,0,0,0,6,39,1
1744560,2083,3417,0.195716027627556,15727359,182,0,0,0,6,39,1
1744561,3480,3784,0.23711304486478268,15727386,182,0,0,0,6,39,1
1744562,2229,1039,-0.8368573000509925,15727395,182,0,0,0,6,39,1
1744563,1818,4300,1.1304418600181148,15727398,182,0,0,0,6,39,1
1744564,371,4051,1.0681111238370633,15727414,182,0,0,0,6,39,1
1744565,3169,5897,0.7423448234191158,15727457,182,0,0,0,6,39,1
1744566,840,3434,-0.553664068496329,15727478,182,0,0,0,6,39,1
1744567,2635,5470,-0.5950610857335555,15727485,182,0,0,0,6,39,1
1744568,680,4981,-1.0690098910347572,15727514,182,0,0,0,6,39,1
1744569,3508,2468,0.18513156299303796,15727567,182,0,0,0,6,39,1
1744570,2202,5121,0.10798257632366119,15727635,182,0,0,0,6,39,1
1744571,2820,3869,1.4263364491341999,15727678,182,0,0,0,6,39,1
1744572,2359,4390,-1.155332080387383,15727735,182,0,0,0,6,39,1
1744573,1879,1476,-0.5329655598777157,15727793,182,0,0,0,6,39,1
1744574,2714,3659,-0.8253319941156282,15727810,182,0,0,0,6,39,1
1744575,1047,408,0.6541409514647979,15727863,182,0,0,0,6,39,1
1744576,1536,2641,2.6228513734851737,15727929,182,0,0,0,6,39,1
1744577,953,6037,-0.00303669717617361,15727963,182,0,0,0,6,39,1
1744578,3300,5682,-0.8838993650932954,15727982,182,0,0,0,6,39,1
1744579,2197,607,0.594867949511496,15727992,182,0,0,0,6,39,1
1744580,2609,5570,-0.9695159234702866,15728024,182,0,0,0,6,39,1
1744581,2238,1874,0.18348509071655736,15728079,182,0,0,0,6,39,1
1744582,1939,267,-0.21402035889090204,15728112,182,0,0,0,6,39,1
1744583,2200,3861,1.0683463341622748,15728154,182,0,0,0,6,39,1
1744584,1481,46,1.5982751968638167,15728172,182,0,0,0,6,39,1
1744585,2558,508,1.2788595752265801,15728175,182,0,0,0,6,39,1
1744586,3540,4236,0.33754785373009927,15728186,182,0,0,0,6,39,1
1744587,1838,5999,-0.7912264969599587,15728197,182,0,0,0,6,39,1
1744588,3515,2896,-0.6373989442716281,15728218,182,0,0,0,6,39,1
1744589,1552,5669,-0.5108557893078334,15728245,182,0,0,0,6,39,1
1744590,149,1902,0.9552101677355364,15728267,182,0,0,0,6,39,1
1744591,2391,3251,-0.5600147472770398,15728304,182,0,0,0,6,39,1
1744592,2102,6058,-0.10111940278937517,15728542,182,0,0,1,6,39,1
1744593,465,2990,-1.0071495755041289,15728626,182,0,0,1,6,39,1
1744594,3497,541,-0.8756670037108922,15728654,182,0,0,1,6,39,1
1744595,359,5695,-0.5590739059761938,15728675,182,0,0,1,6,39,1
1744596,2845,1119,-0.0065648520543462935,15728683,182,0,0,1,6,39,1
1744597,2246,3068,0.6332072325209731,15728701,182,0,0,1,6,39,1
1744598,3636,1812,0.4038771654397465,15728749,182,0,0,1,6,39,1
1744599,344,3072,-1.01044252005709,15728768,182,0,0,1,6,39,1
1744600,1928,4363,0.2335848899866098,15728841,182,0,0,1,6,39,1
1744601,1768,96,0.432102404465128,15728841,182,0,0,1,6,39,1
1744602,1607,1166,-1.1334575201427122,15728847,182,0,0,1,6,39,1
1744603,216,519,-0.9892735907880538,15728858,182,0,0,1,6,39,1
1744604,1426,2650,-0.22460482352542027,15728892,182,0,0,1,6,39,1
1744605,1945,6003,-0.8008701202936307,15728898,182,0,0,1,6,39,1
1744606,1286,3497,-0.7239563439494655,15728961,182,0,0,1,6,39,1
1744607,636,1258,0.24793271982451218,15729024,182,0,0,1,6,39,1
1744608,1756,1638,-0.4097153494668821,15729106,182,0,0,1,6,39,1
1744609,564,1093,-0.028674622624228766,15729122,182,0,0,1,6,39,1
1744610,649,1125,-0.19967252905299968,15729161,182,0,0,1,6,39,1
1744611,1796,1021,0.21782579819743847,15729165,182,0,0,1,6,39,1
1744612,953,2605,-0.9869214875359386,15729205,182,0,0,1,6,39,1
1744613,1314,4335,-1.08029998664491,15729213,182,0,0,1,6,39,1
1744614,2065,979,0.5958087908123422,15729225,182,0,0,1,6,39,1
1744615,3608,214,-0.7700575676909223,15729254,182,0,0,1,6,39,1
1744616,2865,4857,-0.9102429215169848,15729273,182,0,0,1,6,39,1
1744617,2431,1928,-1.0741845181894105,15729284,182,0,0,1,6,39,1
1744618,3404,1553,0.2142976433192658,15729294,182,0,0,1,6,39,1
1744619,1508,3821,-0.8657881700520086,15729341,182,0,0,1,6,39,1
1744620,1176,5175,-0.8646121184259511,15729357,182,0,0,1,6,39,1
1744621,3630,4726,1.6573129884919067,15729418,182,0,0,1,6,39,1
1744622,1241,5491,0.49349229934533323,15729457,182,0,0,1,6,39,1
1744623,3003,2755,-0.9528159903802691,15729458,182,0,0,1,6,39,1
1744624,2406,651,1.0803420607480618,15729479,182,0,0,1,6,39,1
1744625,3659,3258,-1.0066791548537057,15729523,182,0,0,1,6,39,1
1744626,1164,1300,0.08069817859912543,15729564,182,0,0,1,6,39,1
1744627,671,5463,0.13150360884481263,15729567,182,0,0,1,6,39,1
1744628,362,2492,0.32931549234769636,15729584,182,0,0,1,6,39,1
1744629,1163,972,-0.02985067425028627,15729653,182,0,0,1,6,39,1
1744630,2847,3112,0.65602263406649,15729700,182,0,0,1,6,39,1
1744631,1101,4782,-0.5033290589010649,15729736,182,0,0,1,6,39,1
1744632,2753,2586,1.8311334188232162,15729743,182,0,0,1,6,39,1
1744633,2774,5502,-0.39442667832813366,15729895,182,0,0,1,6,39,1
1744634,2559,5362,-0.3405635138546969,15729921,182,0,0,1,6,39,1
1744635,1375,2227,0.37706318836563385,15729970,182,0,0,1,6,39,1
1744636,3609,1389,-0.39372104735249913,15729991,182,0,0,1,6,39,1
1744637,3663,1181,1.7633928451622995,15730025,182,0,0,1,6,39,1
1744638,1386,3357,-1.1106421185971953,15730044,182,0,0,1,6,39,1
1744639,1546,4336,-1.105467491442542,15730049,182,0,0,1,6,39,1
1744640,2410,1453,-0.8599079119217208,15730080,182,0,0,1,6,39,1
1744641,258,3214,0.5880468500803623,15730092,182,0,0,1,6,39,1
1744642,3408,162,0.5365357888590406,15730092,182,0,0,1,6,39,1
1744643,3541,4448,2.563578371531872,15730114,182,0,0,1,6,39,1
1744644,165,665,-0.24342164954234136,15730125,182,0,0,1,6,39,1
1744645,138,41,0.8310191160238567,15730128,182,0,0,1,6,39,1
1744646,2805,2887,-0.373963380034732,15730148,182,0,0,1,6,39,1
1744647,2089,217,-0.48968686003879713,15730182,182,0,0,1,6,39,1
1744648,2036,3178,-0.832153093546762,15730210,182,0,0,1,6,39,1
1744649,1069,5430,0.1510260658373683,15730246,182,0,0,1,6,39,1
1744650,3425,5203,1.672131238980232,15730285,182,0,0,1,6,39,1
1744651,3249,2892,-0.5833005694729798,15730289,182,0,0,1,6,39,1
1744652,1421,1646,0.8232571752918767,15730298,182,0,0,1,6,39,1
1744653,2303,3862,-0.9878623288367847,15730343,182,0,0,1,6,39,1
1744654,3305,5203,0.4052884273910153,15730357,182,0,0,1,6,39,1
1744655,2637,4772,-0.3934858370272876,15730378,182,0,0,1,6,39,1
1744656,1457,3593,0.4819669934099691,15730385,182,0,0,1,6,39,1
1744657,1069,3443,-0.10253066474064432,15730387,182,0,0,1,6,39,1
1744658,2366,1160,1.1930078065243774,15730417,182,0,0,1,6,39,1
1744659,1960,358,-0.8450896614333953,15730425,182,0,0,1,6,39,1
1744660,1879,3292,-0.44734900150072443,15730474,182,0,0,1,6,39,1
1744661,2403,3457,-0.447113791175513,15730481,182,0,0,1,6,39,1
1744662,957,2819,-0.7693519367152877,15730517,182,0,0,1,6,39,1
1744663,462,1763,1.69659311280223,15730578,182,0,0,1,6,39,1
1744664,2043,5115,0.7425800337443271,15730613,182,0,0,1,6,39,1
1744665,2101,5398,0.03224485160555356,15730666,182,0,0,1,6,39,1
1744666,1616,5236,-0.39466188865334517,15730669,182,0,0,1,6,39,1
1744667,2052,938,-0.47275171662356796,15730722,182,0,0,1,6,39,1
1744668,475,2880,2.9058093947146255,15730730,182,0,0,1,6,39,1
1744669,547,1587,-1.0779478833927947,15730772,182,0,0,1,6,39,1
1744670,751,911,1.0203634278191258,15730796,182,0,0,1,6,39,1
1744671,912,1741,1.7097648910140748,15730806,182,0,0,1,6,39,1
1744672,1278,2006,-0.8258024147660513,15730822,182,0,0,1,6,39,1
1744673,3678,2099,-0.8956598813538711,15730895,182,0,0,1,6,39,1
1744674,3520,1938,0.32931549234769636,15730909,182,0,0,1,6,39,1
1744675,2574,5738,-0.011739479208999752,15730959,182,0,0,1,6,39,1
1744676,2372,984,-0.4633433036151074,15730999,182,0,0,1,6,39,1
1744677,524,2367,-0.18344301661340523,15731038,182,0,0,1,6,39,1
1744678,1816,5357,-1.0591310573758737,15731077,182,0,0,1,6,39,1
1744679,3490,5248,1.0135423283879916,15731161,182,0,0,1,6,39,1
1744680,3555,1262,-1.1548616597369599,15731206,182,0,0,1,6,39,1
1744681,1700,668,-0.7531224242756932,15731231,182,0,0,1,6,39,1
1744682,3629,1194,1.1203278160340193,15731284,182,0,0,1,6,39,1
1744683,1213,2732,-0.5844766210990374,15731292,182,0,0,1,6,39,1
1744684,1147,3924,-1.0436071759119137,15731312,182,0,0,1,6,39,1
1744685,1455,4490,1.1544333131896891,15731323,182,0,0,1,6,39,1
1744686,476,3689,0.06305740420826184,15731349,182,0,0,1,6,39,1
1744687,1285,3961,1.4472701680780247,15731373,182,0,0,1,6,39,1
1744688,1277,2617,2.05693533102627,15731434,182,0,0,1,6,39,1
1744689,2080,4372,1.0838702156262348,15731451,182,0,0,1,6,39,1
1744690,80,2471,0.2994437810458338,15731467,182,0,0,1,6,39,1
1744691,726,2977,-0.36384933605063685,15731504,182,0,0,1,6,39,1
1744692,2130,2625,-1.0050326825772253,15731540,182,0,0,1,6,39,1
1744693,3088,4604,-0.7566505791538661,15731545,182,0,0,1,6,39,1
1744694,3372,4908,0.5323020030052332,15731571,182,0,0,1,6,39,1
1744695,3635,2461,0.9582679019632859,15731591,182,0,0,1,6,39,1
1744696,2445,3594,-0.9725736576980362,15731690,182,0,0,1,6,39,1
1744697,1589,4550,-0.9434075773718085,15731718,182,0,0,1,6,39,1
1744698,2691,4916,-1.1289885239636934,15731746,182,0,0,1,6,39,1
1744699,2729,3544,-1.2066079312834932,15731758,182,0,0,1,6,39,1
1744700,2109,868,-0.19167537799580828,15731815,182,0,0,1,6,39,1
1744701,2483,4395,-0.41959418312576574,15731845,182,0,0,1,6,39,1
1744702,2159,4085,-0.9664581892425369,15731884,182,0,0,1,6,39,1
1744703,1367,5437,-0.6493946708574153,15731889,182,0,0,1,6,39,1
1744704,1449,3544,-0.5800076249200186,15731913,182,0,0,1,6,39,1
1744705,3409,5593,-1.1362800440452503,15731934,182,0,0,1,6,39,1
1744706,2910,305,0.1028079491690079,15731983,182,0,0,1,6,39,1
1744707,431,1947,-1.0095016787562439,15732089,182,0,0,2,6,39,1
1744708,3469,3016,2.2465148531467505,15732105,182,0,0,2,6,39,1
1744709,686,6009,-0.16674308352338768,15732109,182,0,0,2,6,39,1
1744710,850,4676,1.2701567931937543,15732161,182,0,0,2,6,39,1
1744711,331,2744,-0.4043055119870173,15732205,182,0,0,2,6,39,1
1744712,1471,902,-0.37819716588853924,15732233,182,0,0,2,6,39,1
1744713,1345,2998,0.8801780739930632,15732315,182,0,0,2,6,39,1
1744714,3165,1098,0.6146256168292633,15732336,182,0,0,2,6,39,1
1744715,3386,1551,0.05905882867966622,15732364,182,0,0,2,6,39,1
1744716,2692,4369,-0.5781259423183265,15732378,182,0,0,2,6,39,1
1744717,88,2872,-0.4431152156469172,15732414,182,0,0,2,6,39,1
1744718,1073,2570,0.20677091291249733,15732453,182,0,0,2,6,39,1
1744719,3489,376,0.2086525955141894,15732473,182,0,0,2,6,39,1
1744720,121,3111,-0.9234146997288297,15732490,182,0,0,2,6,39,1
1744721,65,2496,-0.9142414970455807,15732492,182,0,0,2,6,39,1
1744722,3568,3765,-0.6710340207768747,15732493,182,0,0,2,6,39,1
1744723,1717,3665,-0.7662942024875381,15732580,182,0,0,2,6,39,1
1744724,2007,3144,1.5364148813331886,15732587,182,0,0,2,6,39,1
1744725,2720,1351,-0.1218179114079885,15732600,182,0,0,2,6,39,1
1744726,3478,543,-1.0029157896503218,15732643,182,0,0,2,6,39,1
1744727,2090,5242,1.9943693845200072,15732663,182,0,0,2,6,39,1
1744728,697,3438,0.8815893359443321,15732672,182,0,0,2,6,39,1
1744729,1205,1381,-0.025852098721690486,15732687,182,0,0,2,6,39,1
1744730,3651,1361,0.4344545077172433,15732690,182,0,0,2,6,39,1
1744731,1290,1030,-1.1501574532327297,15732742,182,0,0,2,6,39,1
1744732,2366,1906,1.0881040014800418,15732746,182,0,0,2,6,39,1
1744733,1373,3901,-0.8434431891569149,15732800,182,0,0,2,6,39,1
1744734,2277,5101,0.6586099476438166,15732821,182,0,0,2,6,39,1
1744735,1135,1749,-1.1358096233948274,15732878,182,0,0,2,6,39,1
1744736,1630,5556,0.4368066109693583,15732902,182,0,0,2,6,39,1
1744737,2056,4905,-1.0015045276990526,15732909,182,0,0,2,6,39,1
1744738,446,5733,-0.6809128544357583,15732920,182,0,0,2,6,39,1
1744739,1001,4860,0.738816668540943,15732932,182,0,0,2,6,39,1
1744740,2356,204,-1.0015045276990526,15732952,182,0,0,2,6,39,1
1744741,1123,794,-0.8403854549291652,15732957,182,0,0,2,6,39,1
1744742,3495,3200,-1.1035858088408497,15732990,182,0,0,2,6,39,1
1744743,823,1640,0.9822593551348603,15733050,182,0,0,2,6,39,1
1744744,818,273,-0.03855345628311225,15733058,182,0,0,2,6,39,1
1744745,33,5188,0.5108978634109855,15733073,182,0,0,2,6,39,1
1744746,2684,4831,1.6050962962949504,15733075,182,0,0,2,6,39,1
1744747,1449,3956,-0.93588084696504,15733126,182,0,0,2,6,39,1
1744748,330,1374,0.17831046356190405,15733184,182,0,0,2,6,39,1
1744749,854,427,0.4464502343030303,15733217,182,0,0,2,6,39,1
1744750,2169,3490,-1.2063727209582817,15733222,182,0,0,2,6,39,1
1744751,1410,2636,1.6109765544252383,15733227,182,0,0,2,6,39,1
1744752,3377,1187,0.2594580257598766,15733240,182,0,0,2,6,39,1
1744753,3138,123,1.3214326440898643,15733245,182,0,0,2,6,39,1
1744754,2506,1962,-0.46663624816806865,15733256,182,0,0,2,6,39,1
1744755,1739,2121,1.136557328473614,15733261,182,0,0,2,6,39,1
1744756,390,1221,-0.17756275848311737,15733275,182,0,0,2,6,39,1
1744757,542,4096,0.7663362765906901,15733303,182,0,0,2,6,39,1
1744758,2810,3754,-0.2589455310063014,15733353,182,0,0,2,6,39,1
1744759,3381,176,0.3495435803158866,15733357,182,0,0,2,6,39,1
1744760,922,3645,0.4024659034884774,15733366,182,0,0,2,6,39,1
1744761,991,1806,0.6713113052052382,15733379,182,0,0,2,6,39,1
1744762,2013,200,1.0911617357077916,15733387,182,0,0,2,6,39,1
1744763,659,4480,-0.5574274336997131,15733391,182,0,0,2,6,39,1
1744764,1047,5779,0.5452385708918664,15733429,182,0,0,2,6,39,1
1744765,626,1298,-0.27823277767364557,15733435,182,0,0,2,6,39,1
1744766,1951,533,-0.668917127849971,15733449,182,0,0,2,6,39,1
1744767,3081,2566,0.061881352582204334,15733453,182,0,0,2,6,39,1
1744768,2218,2508,2.7018820427562424,15733491,182,0,0,2,6,39,1
1744769,3272,1617,-0.1787388101091749,15733513,182,0,0,2,6,39,1
1744770,1601,4858,0.6687239916279115,15733524,182,0,0,2,6,39,1
1744771,2423,2381,-0.5988244509369398,15733542,182,0,0,2,6,39,1
1744772,1389,521,0.09504600843702796,15733551,182,0,0,2,6,39,1
1744773,1174,3390,-0.9111837628178309,15733648,182,0,0,2,6,39,1
1744774,703,631,-0.07030685018666673,15733662,182,0,0,2,6,39,1
1744775,2589,2562,0.5988665250400917,15733707,182,0,0,2,6,39,1
1744776,2579,3867,-0.398190043531518,15733725,182,0,0,2,6,39,1
1744777,1257,5278,1.032359154404913,15733743,182,0,0,2,6,39,1
1744778,1301,1820,-0.904362663386697,15733761,182,0,0,2,6,39,1
1744779,2448,3355,-0.31210306450410363,15733802,182,0,0,2,6,39,1
1744780,1704,129,0.13432613274735075,15733823,182,0,0,2,6,39,1
1744781,748,1767,-0.13969389612406358,15733888,182,0,0,2,6,39,1
1744782,2964,5377,-0.8956598813538711,15733930,182,0,0,2,6,39,1
1744783,2432,3712,0.27968611372806684,15733944,182,0,0,2,6,39,1
1744784,437,220,-0.2448329114936105,15733986,182,0,0,2,6,39,1
1744785,3062,467,-0.3088101199511424,15733992,182,0,0,2,6,39,1
1744786,2362,3702,0.6482606933345101,15734041,182,0,0,2,6,39,1
1744787,1991,4382,-0.8864866786706219,15734066,182,0,0,2,6,39,1
1744788,805,3256,1.3468353592127078,15734068,182,0,0,2,6,39,1
1744789,236,2558,1.4820812962093286,15734082,182,0,0,2,6,39,1
1744790,2335,4251,-1.1325166788418661,15734118,182,0,0,2,6,39,1
1744791,220,1539,0.19359913470065246,15734122,182,0,0,2,6,39,1
1744792,2983,5770,0.036478637459360815,15734168,182,0,0,2,6,39,1
1744793,2413,845,-1.1513335048587872,15734177,182,0,0,2,6,39,1
1744794,2948,5571,0.39164622852874753,15734178,182,0,0,2,6,39,1
1744795,956,287,-0.9149471280212153,15734185,182,0,0,2,6,39,1
1744796,319,5597,0.07293623786714548,15734186,182,0,0,2,6,39,1
1744797,753,1935,-0.8817824721663916,15734220,182,0,0,2,6,39,1
1744798,2421,4164,0.6626085231724124,15734221,182,0,0,2,6,39,1
1744799,3271,1721,0.04400536786612928,15734235,182,0,0,2,6,39,1
1744800,153,605,-0.8669642216780663,15734294,182,0,0,2,6,39,1
1744801,3295,4673,-0.7792307703741713,15734295,182,0,0,2,6,39,1
1744802,2352,533,2.5075983141315317,15734300,182,0,0,2,6,39,1
1744803,45,2192,-1.1207561625812903,15734355,182,0,0,2,6,39,1
1744804,2190,3427,-1.0878267170516784,15734400,182,0,0,2,6,39,1
1744805,0,3132,-0.3511479784892151,15734431,182,0,0,2,6,39,1
1744806,1843,4864,1.194183858150435,15734486,182,0,0,2,6,39,1
1744807,2243,1012,-0.9659877685921138,15734559,182,0,0,2,6,39,1
1744808,2187,1367,-0.8815472618411802,15734563,182,0,0,2,6,39,1
1744809,1620,2063,-0.779465980699383,15734569,182,0,0,2,6,39,1
1744810,3327,3347,0.6273269743906852,15734596,182,0,0,2,6,39,1
1744811,3205,78,-0.6905564777694304,15734647,182,0,0,2,6,39,1
1744812,1110,556,-0.5597795369518284,15734671,182,0,0,2,6,39,1
1744813,305,1559,-0.6623312387440486,15734725,182,0,0,2,6,39,1
1744814,302,5260,1.1671346707511105,15734764,182,0,0,2,6,39,1
1744815,1532,5534,-0.20743446978497979,15734767,182,0,0,2,6,39,1
1744816,2263,2454,-0.15498256726281198,15734791,182,0,0,2,6,39,1
1744817,1838,2960,-0.09665040661035645,15734799,182,0,0,2,6,39,1
1744818,2873,3502,-0.4200646037761888,15734811,182,0,0,2,6,39,1
1744819,1610,2321,-0.027263360672959626,15734840,182,0,0,2,6,39,1
1744820,1782,103,-0.9565793555836531,15734846,182,0,0,2,6,39,1
1744821,3048,5455,-0.17615149653184825,15734877,182,0,0,2,6,39,1
1744822,2807,2531,-0.33350720409835155,15734899,182,0,0,2,6,39,1
1744823,1379,5867,-0.6449256746783967,15734902,182,0,0,2,6,39,1
1744824,2991,3121,0.0028435609541142513,15734965,182,0,0,2,6,39,1
1744825,1121,5697,-0.43206033036197605,15734967,182,0,0,2,6,39,1
1744826,2045,143,-0.11876017718023876,15734987,182,0,0,2,6,39,1
1744827,1731,4202,-1.1386321472973655,15734987,182,0,0,2,6,39,1
1744828,2522,2555,0.2641622322641066,15734990,182,0,0,2,6,39,1
1744829,3382,4564,-0.15756988084013862,15735009,182,0,0,2,6,39,1
1744830,3413,2033,1.5629936480820896,15735023,182,0,0,2,6,39,1
1744831,232,114,-0.22460482352542027,15735046,182,0,0,2,6,39,1
1744832,1817,2834,-1.0565437437985468,15735074,182,0,0,2,6,39,1
1744833,225,578,0.9425088101741144,15735092,182,0,0,2,6,39,1
1744834,2106,2777,-0.6639777110205293,15735097,182,0,0,2,6,39,1
1744835,48,68,-0.4344124336140912,15735099,182,0,0,2,6,39,1
1744836,3278,1779,-1.1913192601447447,15735120,182,0,0,2,6,39,1
1744837,3321,678,0.5581751387784997,15735135,182,0,0,2,6,39,1
1744838,3018,4053,-0.344326879058081,15735136,182,0,0,2,6,39,1
1744839,2239,2518,-0.6896156364685844,15735139,182,0,0,2,6,39,1
1744840,3095,2535,-0.6524524050851651,15735154,182,0,0,2,6,39,1
1744841,3433,3960,0.37894487096732593,15735174,182,0,0,2,6,39,1
1744842,2750,5752,-0.578361152643538,15735188,182,0,0,2,6,39,1
1744843,1991,1885,-0.7942842311877083,15735193,182,0,0,2,6,39,1
1744844,1809,2854,-0.38619431694573064,15735220,182,0,0,2,6,39,1
1744845,803,1272,0.7915037813883221,15735235,182,0,0,2,6,39,1
1744846,1150,2200,-1.1405138298990576,15735276,182,0,0,2,6,39,1
1744847,1800,2380,1.0135423283879916,15735305,182,0,0,2,6,39,1
1744848,1226,5978,0.44433334137612696,15735369,182,0,0,2,6,39,1
1744849,2222,3524,-0.061133647503417654,15735372,182,0,0,2,6,39,1
1744850,135,6068,0.01578012884074748,15735385,182,0,0,2,6,39,1
1744851,2867,3519,-0.602117395489901,15735404,182,0,0,2,6,39,1
1744852,1686,4542,-0.6491594605322039,15735479,182,0,0,2,6,39,1
1744853,2734,3899,-0.9189457035498109,15735494,182,0,0,2,6,39,1
1744854,2764,4994,1.5606415448299746,15735516,182,0,0,2,6,39,1
1744855,344,4942,-0.7387745944377908,15735524,182,0,0,2,6,39,1
1744856,2629,29,0.8613612479761419,15735527,182,0,0,2,6,39,1
1744857,1138,1744,0.07646439274531817,15735530,182,0,0,2,6,39,1
1744858,2958,796,-0.8737853211092002,15735549,182,0,0,2,6,39,1
1744859,2722,3096,0.29309310226512303,15735550,182,0,0,2,6,39,1
1744860,2899,235,0.42128272950539847,15735559,182,0,0,2,6,39,1
1744861,604,659,1.2162936287203172,15735575,182,0,0,2,6,39,1
1744862,1949,243,0.11174594152704534,15735600,182,1,2,3,6,39,1
1744863,67,5133,-1.1447476157528649,15735612,182,0,0,3,6,39,1
1744864,1942,3984,-0.5115614202834678,15735616,182,0,0,3,6,39,1
1744865,2891,942,0.7571630739074411,15735621,182,0,0,3,6,39,1
1744866,3179,3129,0.048003943394725065,15735642,182,0,0,3,6,39,1
1744867,1039,3781,1.5401782465365728,15735669,182,0,0,3,6,39,1
1744868,665,3455,-0.9229442790784066,15735674,182,0,0,3,6,39,1
1744869,3197,5766,-0.6141131220756881,15735690,182,0,0,3,6,39,1
1744870,2159,4541,-0.7011409424039485,15735710,182,0,0,3,6,39,1
1744871,3455,3082,0.3671843547067502,15735821,182,0,0,3,6,39,1
1744872,1126,3250,-0.41018577011730517,15735864,182,0,0,3,6,39,1
1744873,418,5687,0.9328651868404424,15735870,182,0,0,3,6,39,1
1744874,1975,5691,-0.7197225580956582,15735892,182,0,0,3,6,39,1
1744875,3127,3045,0.9142835711487326,15735901,182,0,0,3,6,39,1
